Date,Brand,Flour,Process order,Batch,Time,L*,a*,b*,%MC (MB),%MC (NIR),%Ash (NIR),%Protein (NIR),%WG (NIR),%HG,%WG,%GI,%WA,Stability (min),FN (sec.),Result,Column1
9/6/2023,VT28,F1,4060,230906001A,11.00,94.02,0.19,10.08,0.0,13.5,0.65,11.8,29.5,26.4,31.2,85.2,0,0,0,Pass,Sep-23
9/6/2023,VT28,F1,4061,230906002A,14.30,94.35,0.17,10.00,0.0,13.4,0.64,12.1,29.9,22.4,31.6,72.3,0,0,0,Pass,Sep-23
9/6/2023,VT28,F1,4061,230906002A,17.40,94.31,0.16,10.22,0.0,13.4,0.64,11.8,29.3,27.3,31.4,88.1,0,0,0,Pass,Sep-23
9/6/2023,VT28,F1,4061,230906002A,21.00,94.47,0.25,9.91,0.0,13.0,0.67,11.7,30.0,24.8,30.4,82.7,0,0,0,Pass,Sep-23
9/6/2023,VT28,F1,4067,230906003A,23.00,94.64,0.21,9.82,0.0,13.2,0.63,11.7,29.4,26.7,30.2,89.0,0,0,0,Pass,Sep-23
9/7/2023,VT28,F1,4067,230906003A,5.00,94.83,0.18,9.67,0.0,13.1,0.62,11.7,29.9,26.7,29.8,89.0,0,0,0,Pass,Sep-23
9/7/2023,VT34,F1,4068,230907001A,7.00,93.81,0.49,10.01,13.5,13.6,0.65,13.1,36.6,32.2,35.9,89.4,0,0,0,Pass,Sep-23
9/7/2023,VT34,F1,4068,230907001A,13.00,93.86,0.34,10.34,13.5,13.6,0.63,13.1,37.6,32.0,34.5,94.1,0,0,0,Pass,Sep-23
9/7/2023,Bread,F1,4075,230907002A,15.30,95.31,0.10,10.04,0.0,13.5,0.47,13.7,40.3,33.1,37.0,89.6,67,30.9,459,Pass,Sep-23
9/7/2023,Bread,F3,4075,230907002A,15.30,87.22,2.14,12.91,0.0,10.9,1.82,18.0,40.2,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/7/2023,ASW,F1,4077,230907001A,22.00,95.81,0.10,8.93,0.0,12.9,0.52,8.5,24.6,20.8,22.1,94.6,59,1.93,0,NC (Off-spec),Sep-23
9/7/2023,ASW,F3,4077,230907001A,22.00,88.79,1.70,13.07,0.0,10.3,1.77,12.5,26.1,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/8/2023,ASW,F1,4077,230907003A,2.30,95.97,0.13,8.87,0.0,13.5,0.50,8.6,23.7,21.2,21.7,96.4,0,0,0,Pass,Sep-23
9/11/2023,C/P1,F1,4084,230911002A,0.00,95.87,0.02,9.12,13.4,14.0,0.40,12.5,38.0,32.6,34.9,93.1,65,34.33,0,Pass,Sep-23
9/11/2023,C/P1,F3,4084,230911002A,0.00,90.53,1.33,12.37,0.0,13.1,1.16,16.1,41.6,34.7,38.3,91.3,0,0,0,Pass,Sep-23
9/11/2023,C/P1,F1,4084,230911002A,0.00,95.73,0.02,9.14,13.5,13.6,0.41,12.7,37.9,33.4,35.1,95.4,0,0,0,Pass,Sep-23
9/11/2023,C/P2,F1,4085,230911003A,20.45,95.29,0.07,9.36,13.5,13.6,0.45,12.8,38.5,33.4,35.7,92.8,63,35.07,0,Pass,Sep-23
9/11/2023,C/P2,F3,4085,230911003A,20.45,87.98,1.90,18.24,0.0,11.7,1.78,17.3,37.4,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/12/2023,C/P2,F1,4085,230911003A,0.30,95.26,0.03,9.47,0.0,13.5,0.48,12.5,36.7,33.0,35.6,94.3,0,0,0,Pass,Sep-23
9/12/2023,APW,F1,4069,230912001A,3.40,95.47,0.21,7.72,13.5,13.8,0.45,9.7,27.3,25,26.6,96.2,60,2.35,0,Pass,Sep-23
9/12/2023,APW,F3,4069,230912001A,3.40,88.81,1.67,12.3,0.0,11.5,1.63,13.9,31.0,0.0,0.0,0.0,0,0,0,Pass,Sep-23
9/12/2023,APW,F1,4069,230912001A,7.00,95.43,0.20,7.85,13.5,13.9,0.44,9.6,28.0,25.4,26.4,97.7,0,0,0,Pass,Sep-23
9/12/2023,APW,F1,4069,230912001A,9.00,95.53,0.20,7.72,13.4,13.8,0.42,9.8,28.2,24.8,26.3,95.4,0,0,0,Pass,Sep-23
9/12/2023,C/P1,F1,4086,230912002A,11.13,95.59,0.03,9.14,0,13.5,0.41,12.1,35.8,29.3,34.1,86.2,64,11.11,0,NC (Off-spec),Sep-23
9/12/2023,C/P1,F3,4086,230912002A,11.13,90.12,1.35,12.33,0,12.2,1.34,16.1,39.6,33.2,36.4,92.2,0,0,0,Pass,Sep-23
9/12/2023,C/P1,F1,4086,230912002A,12.30,0,0,0,0,13.5,0.42,12.2,35.8,0,0,0,65,18.35,0,Pass,Sep-23
9/12/2023,C/P1,F1,4086,230912002A,17.25,95.72,0.03,9.18,0,13.5,0.41,12.3,36.0,32.2,34.2,94.7,0,0,0,NC (Off-spec),Sep-23
9/12/2023,VT28,F1,4038,230912003A,19.20,94.5,0.09,10.13,0,13.5,0.64,11.7,28.9,26.2,29.6,88.4,0,0,0,Pass,Sep-23
9/12/2023,VT28,F1,4038,230912003A,21.00,94.64,0.17,9.85,0,13.3,0.65,11.4,28.3,26.7,28.4,95.4,0,0,0,Pass,Sep-23
9/12/2023,VT28,F1,4038,230912003A,23.00,94.56,0.23,9.75,0,13.4,0.63,11.5,28.6,29.2,30.4,97.3,0,0,0,Pass,Sep-23
9/13/2023,VT28,F1,4038,230912003A,1.00,94.69,0.17,9.85,0,13.4,0.63,11.4,28.3,26.7,28.8,92.1,0,0,0,Pass,Sep-23
9/13/2023,VT28,F1,4087,230913001A,3.00,94.39,0.27,9.93,0,13.3,0.65,11.5,28.3,26.8,29.1,92.4,0,0,0,Pass,Sep-23
9/13/2023,VT28,F1,4087,230913001A,5.00,94.57,0.23,9.86,0,13.3,0.64,11.4,28.6,25.7,28.3,91.8,0,0,0,Pass,Sep-23
9/13/2023,Bread,F1,4090,230913002A,10.10,95.46,0.04,9.98,0.0,13.5,0.48,13.5,39.3,33.0,36.3,94.4,66,35.57,0,Pass,Sep-23
9/13/2023,Bread,F3,4090,230913002A,10.10,87.20,2.24,12.93,0.0,11.5,1.94,18.1,38.7,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/13/2023,Bread,F1,4090,230913002A,14.50,95.22,0.04,9.91,0.0,13.5,0.48,13.6,40.1,33.9,36.8,92.0,0,0,0,Pass,Sep-23
9/13/2023,VT28,F1,4091,230913003A,18.05,94.50,0.13,9.66,0,13.4,0.65,11.5,29.2,25.4,28.8,87.6,0,0,0,Pass,Sep-23
9/13/2023,VT28,F1,4091,230913003A,19.03,94.39,0.19,9.81,0,13.5,0.65,11.6,"28,5",26.0,28.9,89.7,0,0,0,Pass,Sep-23
9/13/2023,VT28,F1,4091,230913003A,21.00,94.38,0.23,9.86,0.0,13.4,0.65,11.4,28.4,26.2,29.0,90.3,0,0,0,Pass,Sep-23
9/13/2023,VT28,F1,4091,230913003A,23.00,94.31,0.28,9.93,0,13.4,0.64,11.5,28.6,25.3,28.2,90.4,0,0,0,Pass,Sep-23
9/14/2023,VT28,F1,4092,230914001A,2.15,94.27,0.31,9.84,0.0,13.3,0.67,11.7,29.3,27.7,30.3,92.3,0,0,0,Pass,Sep-23
9/14/2023,VT28,F1,4092,230914001A,4.15,94.31,0.30,9.81,0,13.4,0.66,11.6,28.9,28.4,30.5,94.7,0,0,0,Pass,Sep-23
9/14/2023,VT28,F1,4092,230914001A,6.00,94.33,0.20,9.81,0.0,13.4,0.66,11.4,28.2,27.1,30.6,90.3,0,0,0,Pass,Sep-23
9/14/2023,APW,F1,4098,230914002A,9.30,96.01,0.09,8.12,13.0,13.8,0.44,10.0,27.6,25.3,25.6,98.8,59,4.92,0,Pass,Sep-23
9/14/2023,APW,F3,4098,230914002A,9.30,88.56,1.88,11.94,0.0,11.2,1.56,14.4,30.2,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/14/2023,APW,F1,4098,230914002A,15.30,96.17,0.00,7.97,13.5,13.7,0.43,9.9,27.2,25.3,25.7,97.3,0,0,0,Pass,Sep-23
9/14/2023,VT28,F1,4099,230914003A,19.00,94.15,0.20,10.67,0,13.2,0.70,12.1,29.6,27.1,28.8,93.5,0,0,0,Pass,Sep-23
9/14/2023,VT28,F1,4099,230914003A,21.00,94.02,0.29,10.59,0.0,13.4,0.68,12.0,29.5,27.5,29.4,95.4,0,0,0,Pass,Sep-23
9/14/2023,VT28,F1,4099,230914003A,23.00,93.83,0.34,10.67,0,13.4,0.70,11.7,29.7,27.4,30.8,88.4,0,0,0,Pass,Sep-23
9/15/2023,VT28,F1,4100,230915001A,2.15,93.81,0.27,10.68,0.0,13.4,0.72,12.0,29.7,29.5,31.1,95.2,0,0,0,Pass,Sep-23
9/15/2023,VT28,F1,4100,230915001A,4.15,93.85,0.36,10.80,0,13.5,0.73,12.2,30.1,29.9,30.3,99.7,0,0,0,Pass,Sep-23
9/15/2023,VT28,F1,4100,230915001A,6.15,93.70,0.35,10.76,0.0,13.2,0.73,12.3,30.0,25.9,32.0,80.9,0,0,0,Pass,Sep-23
9/15/2023,Bread,F1,4106,230915002A,9.30,95.43,0.20,10.14,0,13.5,0.48,13.7,39.0,33.2,36.4,92.2,64,35.68,556,Pass,Sep-23
9/15/2023,Bread,F3,4106,230915002A,9.30,86.99,2.24,13.50,0.0,10.9,1.85,17.5,37.9,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/15/2023,Bread,F1,4106,230915002A,12.10,0.00,0.00,0.00,13.4,14.0,0.47,13.5,39.1,0.0,0.0,0.0,67,30.58,0,Pass,Sep-23
9/15/2023,Bread,F1,4106,230915002A,14.45,95.40,0.08,9.97,13.3,13.8,0.47,13.5,40.0,35.0,"38,5",92.1,0,0,0,Pass,Sep-23
9/15/2023,VT34,F1,4108,230915003A,17.45,93.97,0.40,10.36,0,13.5,0.62,13.5,38.5,29.8,38.5,77.8,0,0,0,Pass,Sep-23
9/15/2023,VT34,F1,4108,230915003A,22.00,94.20,0.30,10.53,0.0,13.4,0.63,13.4,39.0,29.6,35.9,82.2,0,0,0,Pass,Sep-23
9/16/2023,ASW,F1,4107,230915004A,2.30,96.05,0.18,9.12,0,13.5,0.48,8.7,24.8,21.5,21.9,97.7,59,1.83,0,NC (Off-spec),Sep-23
9/16/2023,ASW,F3,4107,230915004A,2.30,90.10,1.42,13.02,0,11.1,1.52,11.4,24.8,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/16/2023,ASW,F1,4107,230915004A,6.30,96.14,0.14,8.96,0,13.5,0.50,8.5,23.2,19.9,20.7,94.8,0,0,0,NC (Off-spec),Sep-23
9/16/2023,Bread,F1,4113,230916001A,9.15,95.70,0.20,9.87,13.5,13.8,0.48,13.4,39.3,34.9,36.1,96.9,65,37.33,476,Pass,Sep-23
9/16/2023,Bread,F3,4113,230916001A,9.15,88.07,1.92,13.73,0,11.7,1.91,17.4,37.4,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/16/2023,Bread,F1,4113,230916001A,13.00,95.59,0.15,9.95,13.6,13.8,0.49,13.5,38.9,33.2,36.5,92.2,0,0,0,NC (Off-spec),Sep-23
9/16/2023,C/P1,F1,4118,230916002A,15.50,95.95,0.08,9.41,13.5,13.6,0.40,12.8,37.8,34.0,35.8,94.4,64,31.97,0,Pass,Sep-23
9/16/2023,C/P1,F3,4118,230916002A,15.50,89.80,1.53,12.31,0.0,12.3,1.33,17.2,42.0,35.5,36.5,98.6,0,0,0,Pass,Sep-23
9/16/2023,C/P1,F1,4118,230916002A,21.15,96.10,0.18,9.16,13.5,13.6,0.38,12.6,37.5,33.4,35.2,95.4,0,0,0,Pass,Sep-23
9/17/2023,C/P1,F1,4121,230916003A,0.45,96.04,0.18,9.28,0,13.5,0.41,12.6,37.1,34.0,34.7,97.1,64,34.23,0,Pass,Sep-23
9/17/2023,C/P1,F3,4121,230916003A,0.45,90.15,1.31,12.75,0.0,12.6,1.31,16.8,41.6,36.1,37.5,97.6,0,0,0,Pass,Sep-23
9/17/2023,C/P1,F1,4121,230916003A,5.00,96.06,0.18,9.25,13.5,13.6,0.41,12.5,37.5,33.3,35.6,95.1,0,0,0,Pass,Sep-23
9/17/2023,C/P2,F1,4119,230917001A,8.00,95.80,0.11,9.36,0.0,13.5,0.45,13.0,38.3,35.3,36.4,98.1,64,36.61,0,Pass,Sep-23
9/17/2023,C/P2,F3,4119,230917001A,8.00,87.61,2.06,14.20,0.0,11.1,1.92,17.3,37.7,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/17/2023,C/P2,F1,4119,230917001A,11.30,95.69,0.07,9.43,0,13.5,0.44,13.0,39.2,35.5,36.2,98.6,0,0,0,Pass,Sep-23
9/17/2023,C/P2,F3,4119,230917001A,11.30,87.56,2.08,14.11,0.0,10.9,1.93,17.6,39.0,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/17/2023,VT34,F1,4108,230917002A,14.00,94.43,0.11,10.49,0,13.3,0.62,13.6,39.3,28.7,36.4,79.7,0,0,0,Pass,Sep-23
9/17/2023,VT28,F1,4122,230917003A,16.00,94.02,0.12,10.61,0.0,13.1,0.71,12.2,29.9,30.0,31.2,96.8,0,0,0,Pass,Sep-23
9/17/2023,VT28,F1,4122,230917003A,19.00,93.89,0.20,10.63,0.0,13.3,0.72,12.2,30.2,30.2,31.3,97.4,0,0,0,Pass,Sep-23
9/17/2023,VT28,F1,4123,230917004A,23.00,93.68,0.22,10.61,0.0,13.3,0.73,12.2,29.9,28.3,30.2,94.3,0,0,0,Pass,Sep-23
9/18/2023,VT28,F1,4123,230917004A,1.00,93.90,0.23,10.41,0,13.5,0.71,11.9,29.8,24.9,31.2,80.3,0,0,0,Pass,Sep-23
9/18/2023,VT28,F1,4123,230917004A,3.00,94.08,0.14,10.31,0.0,13.5,0.69,11.8,29.6,26.8,32.1,83.8,0,0,0,Pass,Sep-23
9/18/2023,VT28,F1,4114,230918001A,7.00,94.23,0.11,10.14,0,13.4,0.69,11.7,29.3,27.7,29.1,95.5,0,0,0,Pass,Sep-23
9/18/2023,VT28,F1,4114,230918001A,11.00,94.55,0.02,9.95,13.6,13.7,0.67,11.7,30.0,27.8,29.7,92.7,0,0,0,Pass,Sep-23
9/18/2023,C/P1,F1,4125,230918002A,14.40,95.95,0.01,9.24,0,13.5,0.41,12.8,38.4,33.3,35.8,92.5,66,32.47,0,Pass,Sep-23
9/18/2023,C/P1,F3,4125,230918002A,14.40,89.24,1.80,12.62,0.0,12.5,1.34,16.9,41.2,34.1,35.7,95.0,0,0,0,Pass,Sep-23
9/18/2023,C/P1,F1,4125,230918002A,18.30,96.02,0.04,9.24,0,13.5,0.42,12.9,39.3,34.8,35.9,96.7,0,0,0,Pass,Sep-23
9/18/2023,APW,F1,4120,230918003A,23.00,96.34,0.05,8.05,13.5,13.6,0.43,9.9,27.2,25.0,25.2,99.2,59,2.61,0,NC (Off-spec),Sep-23
9/18/2023,APW,F3,4120,230918003A,23.00,89.12,1.83,12.82,0,11.2,1.57,14.1,27.7,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/19/2023,APW,F1,4120,230918003A,3.40,96.22,0.05,8.49,13.5,13.8,0.45,9.7,27.0,23.0,25.8,88.5,0,0,0,Pass,Sep-23
9/19/2023,Bread,F1,4132,230919001A,6.00,95.59,0.14,9.99,13.7,13.7,0.48,13.2,39.7,33.2,36.2,92.2,65,39.15,493,NC (Off-spec),Sep-23
9/19/2023,Bread,F3,4132,230919001A,6.00,87.38,2.18,13.79,0.0,11.5,1.85,17.3,36.7,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/19/2023,Bread,F1,4132,230919001A,9.30,95.56,0.10,10.00,13.4,13.6,0.49,13.5,39.7,33.6,36.5,93.3,0,0,0,Pass,Sep-23
9/19/2023,VT28,F1,4115,230919002A,13.35,94.34,0.17,9.88,0.0,13.6,0.69,11.7,28.7,27.8,28.6,99.3,0,0,0,Pass,Sep-23
9/19/2023,VT28,F1,4115,230919002A,16.30,94.30,0.37,9.64,0,13.4,0.66,11.7,29.0,27.2,27.7,97.1,0,0,0,Pass,Sep-23
9/19/2023,C/P1,F1,4138,230919003A,22.00,95.97,0.10,9.29,0.0,13.4,0.34,12.9,37.6,34.3,35.6,98.0,66,23.03,0,Pass,Sep-23
9/19/2023,C/P1,F3,4138,230919003A,22.00,89.36,1.66,13.03,0,12.3,1.31,16.9,41.7,35.5,37.4,96.0,0,0,0,Pass,Sep-23
9/20/2023,C/P1,F1,4138,230919003A,2.00,96.09,0.10,9.23,0.0,13.5,0.42,12.7,37.9,32.9,36.4,91.4,0,0,0,Pass,Sep-23
9/20/2023,Bread,F1,4139,230920001A,4.30,95.46,0.24,10.21,0,13.5,0.50,13.4,38.6,33.2,36.4,92.2,66,36.95,488,Pass,Sep-23
9/20/2023,Bread,F3,4139,230920001A,4.30,87.13,2.19,14.25,0.0,11.9,1.91,18.1,39.6,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/20/2023,Bread,F1,4139,230920001A,10.20,95.43,0.20,10.15,0,13.4,0.50,13.6,40.0,33.7,35.7,93.6,0,0,0,Pass,Sep-23
9/20/2023,UW12.5,F1,4131,230920002A,13.00,95.41,0.22,10.02,0.0,13.0,0.50,10.1,25.8,25.8,22.0,22.4,60,1.63,0,NC (Off-spec),Sep-23
9/20/2023,UW12.5,F3,4131,230920002A,13.00,83.98,2.99,14.52,0,9.9,3.61,16.1,20.8,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/20/2023,UW12.5,F1,4131,230920002A,16.30,95.56,0.28,9.69,0.0,13.3,0.48,10.2,26.1,23.0,23.7,95.8,57,2.38,0,NC (Off-spec),Sep-23
9/20/2023,ASW,F1,4134,230920003A,21.00,95.83,0.05,8.85,0,13.3,0.53,8.1,23.0,18.9,19.4,99.5,59,1.42,0,NC (Off-spec),Sep-23
9/20/2023,ASW,F3,4134,230920003A,21.00,89.20,1.59,13.75,0.0,10.7,1.93,12.3,24.6,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/21/2023,ASW,F1,4134,230920003A,1.00,95.91,0.05,8.75,0.0,13.5,0.55,8.2,22.8,19.1,20.4,95.5,0,0,0,NC (Off-spec),Sep-23
9/21/2023,APW,F3,4133,230921001A,3.30,90.02,1.49,12.45,0.0,11.7,1.54,12.8,26.7,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/21/2023,APW,F1,4133,230921001A,7.00,95.76,0.08,8.73,13.7,13.8,0.49,9.7,26.6,24.0,28.4,85.7,0,0,0,NC (Off-spec),Sep-23
9/21/2023,ASW,F1,4141,230921002A,11.30,95.59,0.06,9.05,0.0,13.5,0.50,8.7,23.1,19.9,20.9,94.8,60,2.44,0,NC (Off-spec),Sep-23
9/21/2023,ASW,F3,4141,230921002A,11.30,88.33,1.78,12.94,0,10.9,1.87,13.0,0.0,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/21/2023,ASW,F1,4141,230921002A,14.50,95.50,0.06,9.23,0.0,13.4,0.50,8.9,25.2,19.0,21.9,86.4,0,0,0,NC (Off-spec),Sep-23
9/21/2023,VT34,F1,4142,230921003A,17.00,93.96,0.52,10.16,0,13.4,0.65,13.9,39.8,31.4,36.9,84.9,0,0,0,Pass,Sep-23
9/21/2023,VT34,F1,4142,230921003A,21.00,94.00,0.50,10.29,0.0,13.5,0.64,13.9,39.8,33.4,37.2,90.3,0,0,0,Pass,Sep-23
9/21/2023,VT34,F1,4143,230921004A,23.30,93.89,0.51,10.29,0,13.5,0.66,13.8,40.1,33.5,37.7,88.2,0,0,0,Pass,Sep-23
9/22/2023,VT34,F1,4143,230921004A,1.20,93.88,0.53,10.20,13.4,13.7,0.62,13.9,39.4,32.6,38.3,85.8,0,0,0,Pass,Sep-23
9/23/2023,APW,F1,4157,230922001A,3.00,95.79,0.23,8.60,13.4,13.6,0.49,9.8,28.0,26.5,28.1,94.6,61,6.83,0,Pass,Sep-23
9/24/2023,APW,F3,4157,230922001A,3.00,88.28,2.10,12.62,0.0,11.4,1.69,14.6,31.3,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/25/2023,APW,F1,4157,230922001A,6.30,95.84,0.23,8.35,13.5,13.9,0.48,9.8,28.2,22.3,27.7,79.6,0,0,0,Pass,Sep-23
9/26/2023,Bread,F1,4153,230922002A,8.00,95.38,0.10,9.67,13.0,13.9,0.50,13.5,38.5,33.0,35.2,94.3,65,36.86,465,NC (Off-spec),Sep-23
9/26/2023,Bread,F3,4153,230922002A,8.00,86.85,2.46,13.46,0,11.5,1.96,18.0,38.1,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/26/2023,Bread,F1,4153,230922002A,12.15,95.52,0.07,9.57,0.0,13.5,0.51,13.4,33.8,33.9,35.9,94.2,0,0,0,Pass,Sep-23
9/27/2023,C/P1,F1,4168,230927001A,11.20,96.13,0.14,9.07,13.8,13.8,0.40,12.9,38.9,30.5,35.2,88.1,64,20.17,0,NC (Off-spec),Sep-23
9/27/2023,C/P1,F3,4168,230927001A,11.20,90.39,1.44,11.70,13.7,13.6,1.09,16.0,42.9,33.6,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/27/2023,C/P1,F1,4168,230927001A,12.30,96.19,0.13,8.98,0,13.5,0.41,12.6,37.9,31.6,34.9,90.3,65,11.6,0,Pass,Sep-23
9/27/2023,C/P1,F1,4168,230927001A,16.30,96.11,0.06,8.58,0.0,13.5,0.40,12.2,35.4,31.0,33.9,91.2,0,0,0,NC (Off-spec),Sep-23
9/27/2023,C/P1,F1,4169,230927002A,19.00,96.16,0.11,8.64,0,13.3,0.43,12.3,35.1,30.7,33.2,93.0,65,15.73,0,NC (Off-spec),Sep-23
9/27/2023,C/P1,F3,4169,230927002A,19.00,91.09,1.13,11.42,0.0,12.4,1.17,16.1,39.0,33.9,38.8,86.9,0,0,0,Pass,Sep-23
9/27/2023,C/P1,F1,4169,230927002A,22.00,96.20,0.11,8.60,0,13.5,0.42,12.3,35.0,31.6,34.2,92.9,0,0,0,Pass,Sep-23
9/28/2023,C/P1,F1,4169,230927002A,0.00,96.25,0.12,8.57,0.0,13.5,0.42,12.2,34.7,29.5,33.4,89.4,0,0,0,NC (Off-spec),Sep-23
9/28/2023,APW,F1,4167,230928001A,3.30,95.86,0.02,8.66,13.7,13.7,0.44,9.9,28.8,23.9,28.6,85.4,60,7.57,0,NC (Off-spec),Sep-23
9/28/2023,APW,F3,4167,230928001A,3.30,90.87,1.22,11.50,0,11.8,1.31,12.2,29.6,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/28/2023,APW,F1,4167,230928001A,9.10,95.99,0.07,8.62,13.9,14.1,0.45,10.1,29.1,19.6,28.0,70.0,0,0,0,NC (Off-spec),Sep-23
9/28/2023,C/P1,F1,4174,230928002A,11.38,96.48,0.16,8.51,13.5,14.0,0.38,12.2,36.0,30.2,33.7,88.8,65,32.69,0,NC (Off-spec),Sep-23
9/28/2023,C/P1,F3,4174,230928002A,11.38,91.16,1.09,11.67,0.0,13.2,1.16,15.3,38.6,31.7,36.3,88.1,0,0,0,Pass,Sep-23
9/28/2023,C/P1,F1,4174,230928002A,15.30,95.85,0.07,8.79,13.3,13.8,0.40,12.1,35.8,32.0,34.2,94.1,0,0,0,NC (Off-spec),Sep-23
9/28/2023,Bread,F1,4175,230928003A,23.40,95.49,0.11,9.77,13.6,13.8,0.47,13.3,38.8,31.4,35.1,89.3,0,0,505,NC (Off-spec),Sep-23
9/29/2023,Bread,F3,4175,230928003A,0.00,87.32,2.18,13.59,0,11.9,1.90,18.0,38.5,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/29/2023,Bread,F1,4175,230928003A,5.30,95.38,0.09,9.77,13.5,13.6,0.47,13.1,39.0,32.2,35.4,92.0,64,37.13,0,NC (Off-spec),Sep-23
9/29/2023,VT28,F1,4127,230929001A,7.00,94.17,0.30,9.84,0,13.6,0.64,11.9,29.6,26.6,30.1,88.7,0,0,0,Pass,Sep-23
9/29/2023,VT28,F1,4181,230929002A,10.25,94.36,0.12,9.69,13.6,13.8,0.64,11.9,29.5,27.6,29.3,95.2,0,0,0,Pass,Sep-23
9/29/2023,VT28,F1,4181,230929002A,14.45,94.29,0.25,9.85,13.5,13.8,0.64,12.0,29.9,28.1,29.2,96.9,0,0,0,Pass,Sep-23
9/29/2023,VT28,F1,4182,230929003A,22.00,94.06,0.39,10.17,0.0,13.3,0.67,12.0,29.9,27.4,29.6,94.5,0,0,0,Pass,Sep-23
9/30/2023,VT28,F1,4182,230920003A,1.30,94.23,0.28,10.08,0,13.5,0.68,11.9,29.7,27.4,28.8,94.5,0,0,0,Pass,Sep-23
9/30/2023,VT28,F1,4182,230920003A,3.30,94.27,0.29,9.98,0.0,13.6,0.67,11.9,30.2,27.5,28.6,98.2,0,0,0,Pass,Sep-23
9/30/2023,Bread,F1,4183,230930001A,7.00,95.57,0.11,9.72,0,13.5,0.46,13.6,37.8,31.6,36.2,87.2,66,33.93,0,Pass,Sep-23
9/30/2023,Bread,F3,4183,230930001A,7.00,86.96,2.29,13.32,0.0,11.5,1.80,18.1,0.0,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/30/2023,Bread,F1,4183,230930001A,10.05,95.76,0.14,9.84,0,13.5,0.45,13.8,38.1,32.5,36.1,90.3,0,0,0,Pass,Sep-23
9/30/2023,APW,F1,4189,230930002A,14.00,95.77,0.02,8.71,13.2,13.6,0.45,10.2,29.7,24.0,27.6,88.9,62,7.99,0,Pass,Sep-23
9/30/2023,APW,F3,4189,230930002A,14.00,88.43,1.98,12.10,0,10.8,1.52,14.5,30.9,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
9/30/2023,APW,F1,4189,230930002A,18.00,95.84,0.21,8.91,0.0,13.4,0.49,10.0,27.9,25.3,28.3,90.4,0,0,0,Pass,Sep-23
9/30/2023,ASW,F1,4190,230930003A,21.00,96.07,0.20,8.55,0,13.5,0.49,9.0,23.9,20.3,21.5,96.7,59,1.57,0,NC (Off-spec),Sep-23
9/30/2023,ASW,F3,4190,230930003A,21.00,89.66,1.49,12.86,0.0,11.1,1.65,12.3,24.8,0.0,0.0,0.0,0,0,0,NC (Off-spec),Sep-23
10/1/2023,ASW,F1,4190,230930003A,2.00,96.22,0.18,8.10,0,13.5,0.47,8.9,23.8,19.1,19.4,98.5,0,0,0,NC (Off-spec),Oct-23
10/1/2023,C/P1,F1,4191,231001001A,5.00,96.47,0.33,8.52,0.0,13.3,0.42,12.0,34.2,30.9,33.1,93.6,67,31.35,0,NC (Off-spec),Oct-23
10/1/2023,C/P1,F3,4191,231001001A,5.00,91.07,1.01,11.79,0,12.8,1.14,15.7,38.5,33.2,34.9,94.9,0,0,0,Pass,Oct-23
10/2/2023,C/P1,F1,4191,231002001A,9.50,96.34,0.31,8.70,13.5,13.6,0.38,12.2,35.2,31.3,33.8,92.1,65,30.4,0,NC (Off-spec),Oct-23
10/2/2023,C/P1,F3,4191,231002001A,9.50,90.68,1.17,11.85,0,12.7,1.23,16.5,39.9,33.5,35.1,95.7,0,0,0,Pass,Oct-23
10/2/2023,UW12.5,F1,4201,231002002A,13.00,95.60,0.19,9.67,0.0,13.5,0.46,10.3,26.4,24.1,25.0,96.4,57,2.8,0,NC (Off-spec),Oct-23
10/2/2023,UW12.5,F3,4201,231002002A,13.00,86.27,2.48,13.14,0,10.8,3.06,16.5,25.6,0.0,0.0,0.0,0,0,0,NC (Off-spec),Oct-23
