PO,MaterialNO,MaterialDescription,Batch,Date,Movementtype,Storagelocation,Qtyinbaseun.+sign(MEINS),Quantity(/CWM/MEINS),Quantity,Note
3763,3100000080,Start up flour,230720003A,7/20/2023,101,3921,-2305,0,-2305,
3763,3100000080,Start up flour,230720002A,7/20/2023,101,3921,-2305,0,-2305,1
3763,3100000080,Start up flour,230720003A,7/20/2023,102,3921,2305,0,2305,
3763,3100000080,Cleaning Flour,230718003A,7/20/2023,261,3921,2478,0,2478,Start up flour (GR)
3763,3100000080,Cleaning Flour,230719001A,7/20/2023,261,3921,1342,0,1342,Start up flour (GR)
3763,3100000080,Cleaning Flour,230719001A,7/20/2023,261,3921,1194,0,1194,Start up flour (GR)
3763,3100000080,Cleaning Flour,230719002A,7/20/2023,261,3921,76,0,76,Start up flour (GR)
3763,3100000096,WIP,2307150010,7/20/2023,261,3001,4,90,90,REPROCESS
3763,3100000096,WIP,2307170010,7/20/2023,261,3001,19,42705,42705,REPROCESS
3763,3100000096,WIP,2307180010,7/20/2023,261,3001,10,225,225,REPROCESS
3763,3100000096,WIP,2307180020,7/20/2023,261,3001,5,112.5,112.5,REPROCESS
3763,3100000096,WIP,2307180030,7/20/2023,261,3001,5,112.5,112.5,REPROCESS
3763,3100000096,WIP,2307190010,7/20/2023,261,3001,5,112.5,112.5,REPROCESS
3763,3100000096,WIP,2307190030,7/20/2023,261,3001,2,45,45,REPROCESS
3763,3100000096,WIP,2307170010,7/20/2023,261,3001,19,427.5,427.5,REPROCESS
3763,3100000096,WIP,2307170010,7/20/2023,261,3001,19,427.5,427.5,REPROCESS
3763,3100000096,WIP,2307170010,7/20/2023,262,3001,-19,-42705,-42705,REPROCESS
3763,3100000096,WIP,2307170010,7/20/2023,262,3001,-19,-427.5,-427.5,REPROCESS
3763,3100000117,WIP,2307100010,7/20/2023,261,3001,183.42,0,183.42,REPROCESS
3763,3100000117,WIP,2307110011,7/20/2023,261,3001,126.63,0,126.63,REPROCESS
3764,3100000011,PL-VT28,230720003A,7/20/2023,101,3411,-2605,0,-2605,1
3764,3100000011,PL-VT28,230720003A,7/20/2023,101,4507,-43001,0,-43001,1
3764,3100000011,PL-VT28,230720003A,7/20/2023,101,4507,-6500,0,-6500,Start up flour (GR)
3764,3100000011,PL-VT28,230720003A,7/20/2023,101,4509,-15208,0,-15208,1
3764,3100000074,WHEAT BRAN,230720003A,7/20/2023,101,4601,-15234,0,-15234,1
3764,3100000080,Cleaning Flour,230719002A,7/20/2023,261,3921,2550,0,2550,Start up flour (GR)
3764,3100000080,Cleaning Flour,230719002A,7/20/2023,261,3921,184,0,184,Start up flour (GR)
3764,3100000080,Cleaning Flour,230719003A,7/20/2023,261,3921,2785,0,2785,Start up flour (GR)
3764,3100000080,Cleaning Flour,230720001A,7/20/2023,261,3921,2631,0,2631,Start up flour (GR)
3764,3100000080,Cleaning Flour,230720002A,7/20/2023,261,3921,900,0,900,Start up flour (GR)
3764,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306020011,7/20/2023,261,3105,4075.1,0,4075.1,1
3764,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306020012,7/20/2023,261,3105,4514.9,0,4514.9,1
3764,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306020003,7/20/2023,261,3106,14903,0,14903,1
3764,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306020006,7/20/2023,261,3106,14889,0,14889,1
3764,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306020007,7/20/2023,261,3106,28160.3,0,28160.3,1
3764,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306020008,7/20/2023,261,3106,9719.7,0,9719.7,1
3764,3100000011,PL-VT28,230720003A,7/21/2023,101,4509,-2550,0,-2550,Start up flour (GR)
3774,3200000006,RM-APW10.5-AUSTRALIAN PREMIUM WHITE10.5%,2303090005,7/18/2023,261,3107,47146.3,0,47146.3,1
3774,3200000006,RM-APW10.5-AUSTRALIAN PREMIUM WHITE10.5%,2303090006,7/18/2023,261,3107,30544.7,0,30544.7,1
3774,3100000022,PL-APW 10.5%,230719001A,7/19/2023,101,3409,-55943,0,-55943,
3774,3100000024,F3-LOW,230719002A,7/19/2023,101,3403,-6042,0,-6042,
3774,3100000074,WHEAT BRAN,230719001A,7/19/2023,101,4601,-13747,0,-13747,
3774,3100000080,Start up flour,230719001A,7/19/2023,101,3921,-2536,0,-2536,
3775,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2306280009,7/18/2023,261,3108,794,0,794,1
3775,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2306280015,7/18/2023,261,3108,13216.25,0,13216.25,1
3775,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2306280016,7/18/2023,261,3108,29264.35,0,29264.35,1
3775,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2306280017,7/18/2023,261,3108,28042.95,0,28042.95,1
3775,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2306280018,7/18/2023,261,3108,6035.45,0,6035.45,1
3775,3100000001,PL-DNS (BREAD),230719002A,7/19/2023,101,3405,-58156,0,-58156,
3775,3100000024,F3-LOW,230719003A,7/19/2023,101,3403,-3904,0,-3904,
3775,3100000074,WHEAT BRAN,230719002A,7/19/2023,101,4601,-14574,0,-14574,
3775,3100000080,Start up flour,230719002A,7/19/2023,101,3921,-2810,0,-2810,
3776,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306020009,7/19/2023,261,3105,4107.9,0,4107.9,1
3776,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306020010,7/19/2023,261,3105,28160.3,0,28160.3,1
3776,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306020011,7/19/2023,261,3105,24104.8,0,24104.8,1
3776,3100000011,PL-VT28,230720001A,7/20/2023,101,3407,-40384,0,-40384,
3776,3100000024,F3-LOW,230720002A,7/20/2023,101,3403,-2373,0,-2373,
3776,3100000074,WHEAT BRAN,230720001A,7/20/2023,101,4601,-10634,0,-10634,
3776,3100000080,Start up flour,230720001A,7/20/2023,101,3921,-2631,0,-2631,
3777,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2306280018,7/19/2023,261,3101,33886.6,0,33886.6,1
3777,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2306280019,7/19/2023,261,3101,29786.4,0,29786.4,1
3777,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2306280020,7/19/2023,261,3101,16414,0,16414,1
3777,3100000001,PL-DNS (BREAD),230721002A,7/21/2023,101,3405,-55483,0,-55483,
3777,3100000024,F3-LOW,230721003A,7/21/2023,101,3403,-17,0,-17,
3777,3100000074,WHEAT BRAN,230721002A,7/21/2023,101,4601,-14917,0,-14917,
3777,3100000080,Start up flour,230721002A,7/21/2023,101,3921,-1365,0,-1365,
3778,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306020008,7/20/2023,261,3106,12271,0,12271,1
3778,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304170014,7/20/2023,261,3108,9443.57,0,9443.57,1
3778,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304200001,7/20/2023,261,3108,24500,0,24500,1
3778,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304200002,7/20/2023,261,3108,24950.8,0,24950.8,1
3778,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304200003,7/20/2023,261,3108,15116.63,0,15116.63,1
3778,3100000011,PL-VT28,230721001A,7/21/2023,101,3411,-27234,0,-27234,
3778,3100000011,PL-VT28,230721001A,7/21/2023,101,4507,-60,0,-60,
3778,3100000074,WHEAT BRAN,230721001A,7/21/2023,101,4601,-20000,0,-20000,
3778,3100000074,WHEAT BRAN,230721003A,7/21/2023,101,4601,-6583,0,-6583,
3778,3100000074,WHEAT BRAN,230721001A,7/21/2023,101,4601,-6583,0,-6583,1
3778,3100000074,WHEAT BRAN,230721003A,7/21/2023,102,4601,6583,0,6583,
3778,3100000074,WHEAT BRAN,230721001A,7/21/2023,102,4601,20000,0,20000,
3778,3100000011,PL-VT28,230722001A,7/22/2023,101,3411,-39677,0,-39677,
3778,3100000011,PL-VT28,230722001A,7/22/2023,101,3411,-3150,0,-3150,Start up flour (GR)
3778,3100000074,WHEAT BRAN,230722001A,7/22/2023,101,4601,-10837,0,-10837,
3778,3100000080,Start up flour,230722001A,7/22/2023,101,3921,-2421,0,-2421,
3778,3100000080,Cleaning Flour,230720002A,7/22/2023,261,3921,1405,0,1405,Start up flour (GR)
3778,3100000080,Cleaning Flour,230721002A,7/22/2023,261,3921,1365,0,1365,Start up flour (GR)
3778,3100000080,Cleaning Flour,230722001A,7/22/2023,261,3921,380,0,380,Start up flour (GR)
3781,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304200007,7/20/2023,261,3105,7112.37,0,7112.37,1
3781,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304200008,7/20/2023,261,3105,48853,0,48853,1
3781,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304200009,7/20/2023,261,3105,20290.63,0,20290.63,1
3781,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306020006,7/20/2023,261,3108,6101,0,6101,1
3781,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306020012,7/20/2023,261,3108,243,0,243,1
3781,3100000011,PL-VT28,230723001A,7/23/2023,101,3411,-46643,0,-46643,
3781,3100000011,PL-VT28,230723001A,7/23/2023,101,3411,-2041,0,-2041,Start up flour (GR)
3781,3100000074,WHEAT BRAN,230723001A,7/23/2023,101,4601,-12031,0,-12031,
3781,3100000080,Cleaning Flour,230722001A,7/23/2023,261,3921,2041,0,2041,Start up flour (GR)
3781,3100000011,PL-VT28,230724001A,7/24/2023,101,3401,-16656,0,-16656,
3781,3100000074,WHEAT BRAN,230724001A,7/24/2023,101,4601,-20000,0,-20000,
3781,3100000074,WHEAT BRAN,230724001A,7/24/2023,101,4601,-4274,0,-4274,
3781,3100000074,WHEAT BRAN,230724001A,7/24/2023,102,4601,20000,0,20000,
3782,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306020012,7/21/2023,261,3105,1350,0,1350,1
3782,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304200003,7/21/2023,261,3108,10118.37,0,10118.37,1
3782,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304200004,7/21/2023,261,3108,6013.63,0,6013.63,1
3782,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306020003,7/21/2023,261,3108,8792.9,0,8792.9,1
3782,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306020004,7/21/2023,261,3108,28101.5,0,28101.5,1
3782,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306020005,7/21/2023,261,3108,28081.9,0,28081.9,1
3782,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306020006,7/21/2023,261,3108,3391.7,0,3391.7,1
3782,3100000011,PL-VT28,230724001A,7/24/2023,101,3411,-66249,0,-66249,
3782,3100000011,PL-VT28,230724002A,7/24/2023,101,3411,-66249,0,-66249,
3782,3100000011,PL-VT28,230724001A,7/24/2023,102,3411,66249,0,66249,
3782,3100000074,WHEAT BRAN,230724002A,7/24/2023,101,4601,-20000,0,-20000,
3782,3100000074,WHEAT BRAN,230724002A,7/24/2023,101,4601,-17517,0,-17517,
3782,3100000074,WHEAT BRAN,230724002A,7/24/2023,102,4601,20000,0,20000,
3782,3100000080,Start up flour,230724002A,7/24/2023,101,3921,-2872,0,-2872,
3782,3100000117,WIP,2307070020,7/24/2023,261,3001,112.5,0,112.5,REPROCESS
3782,3100000117,WIP,2307080010,7/24/2023,261,3001,112.5,0,112.5,REPROCESS
3782,3100000117,WIP,2307080020,7/24/2023,261,3001,112.5,0,112.5,REPROCESS
3782,3100000117,WIP,2307110011,7/24/2023,261,3001,757.87,0,757.87,REPROCESS
3782,3100000117,WIP,2307120010,7/24/2023,261,3001,294.5,0,294.5,REPROCESS
3782,3100000117,WIP,2307130010,7/24/2023,261,3001,61.3,0,61.3,REPROCESS
3786,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304200004,7/22/2023,261,3106,19126.59,0,19126.59,
3786,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304200005,7/22/2023,261,3106,25352.6,0,25352.6,
3786,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304200006,7/22/2023,261,3106,24862.6,0,24862.6,
3786,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304200007,7/22/2023,261,3106,11938.21,0,11938.21,
3786,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306020006,7/22/2023,261,3108,3906,0,3906,
3786,3100000011,PL-VT28,230724003A,7/24/2023,101,3411,-70112,0,-70112,
3786,3100000011,PL-VT28,230724003A,7/24/2023,101,3411,-2870,0,-2870,Start up flour (GR)
3786,3100000074,WHEAT BRAN,230724003A,7/24/2023,101,4601,-17549,0,-17549,
3786,3100000080,Cleaning Flour,230724002A,7/24/2023,261,3921,2870,0,2870,Start up flour (GR)
3790,3200000006,RM-APW10.5-AUSTRALIAN PREMIUM WHITE10.5%,2303090006,7/24/2023,261,3108,16210.6,0,16210.6,1
3790,3200000006,RM-APW10.5-AUSTRALIAN PREMIUM WHITE10.5%,2303090007,7/24/2023,261,3108,46738.25,0,46738.25,1
3790,3200000006,RM-APW10.5-AUSTRALIAN PREMIUM WHITE10.5%,2303090008,7/24/2023,261,3108,19103.15,0,19103.15,1
3790,3100000022,PL-APW 10.5%,230725001A,7/25/2023,101,3409,-60120,0,-60120,
3790,3100000022,PL-APW 10.5%,230725002A,7/25/2023,101,3409,-60120,0,-60120,
3790,3100000022,PL-APW 10.5%,230725001A,7/25/2023,102,3409,60120,0,60120,
3790,3100000024,F3-LOW,230725002A,7/25/2023,101,3403,-5583,0,-5583,
3790,3100000024,F3-LOW,230725002A,7/25/2023,101,3403,-5583,0,-5583,
3790,3100000024,F3-LOW,230725003A,7/25/2023,101,3403,-5583,0,-5583,
3790,3100000024,F3-LOW,230725002A,7/25/2023,102,3403,5583,0,5583,
3790,3100000024,F3-LOW,230725002A,7/25/2023,102,3403,5583,0,5583,
3790,3100000074,WHEAT BRAN,230725001A,7/25/2023,101,4601,-15166,0,-15166,
3790,3100000074,WHEAT BRAN,230725002A,7/25/2023,101,4601,-15166,0,-15166,
3790,3100000074,WHEAT BRAN,230725001A,7/25/2023,102,4601,15166,0,15166,
3790,3100000080,Start up flour,230725001A,7/25/2023,101,3921,-2474,0,-2474,
3790,3100000080,Start up flour,230725002A,7/25/2023,101,3921,-2474,0,-2474,
3790,3100000080,Start up flour,230725001A,7/25/2023,102,3921,2474,0,2474,
3790,3100000182,ALL PURPOSE FLOUR HAPPYTIMEURC(22.5KG)NB,2306280031,7/25/2023,261,3001,15,337.5,337.5,REPROCESS
3790,3100000182,ALL PURPOSE FLOUR HAPPYTIMEURC(22.5KG)NB,2306290011,7/25/2023,261,3001,24,540,540,REPROCESS
3791,3200000007,RM-ASW-AUSTRALIAN STANDARD WHITE,2210280008,7/25/2023,261,3103,86,0,86,1
3791,3200000007,RM-ASW-AUSTRALIAN STANDARD WHITE,2210280010,7/25/2023,261,3103,37425,0,37425,1
3791,3200000017,RM-SW10.5-SOFT WHITE10.5%,2306200002,7/25/2023,261,3104,3766,0,3766,1
3791,3200000017,RM-SW10.5-SOFT WHITE10.5%,2306200004,7/25/2023,261,3104,21055.925,0,21055.925,1
3791,3200000017,RM-SW10.5-SOFT WHITE10.5%,2306200005,7/25/2023,261,3104,12533.075,0,12533.075,1
3791,3100000024,F3-LOW,230726003A,7/26/2023,101,3403,-3291,0,-3291,
3791,3100000074,WHEAT BRAN,230726002A,7/26/2023,101,4601,-20000,0,-20000,
3791,3100000074,WHEAT BRAN,230726002A,7/26/2023,101,4601,-14291,0,-14291,
3791,3100000074,WHEAT BRAN,230726002A,7/26/2023,102,4601,20000,0,20000,
3791,3100000080,Start up flour,230726002A,7/26/2023,101,3921,-2657,0,-2657,
3791,3100000132,PL-ASW,230726002A,7/26/2023,101,3408,-51880,0,-51880,
3792,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304200009,7/24/2023,261,3105,3297.97,0,3297.97,1
3792,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304200010,7/24/2023,261,3105,18164.03,0,18164.03,1
3792,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306020012,7/24/2023,261,3105,19809.5,0,19809.5,1
3792,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306020013,7/24/2023,261,3105,28106.4,0,28106.4,1
3792,3200000018,RM-UW12.5-UNION WHEAT12.5%,2307200002,7/24/2023,261,3105,3049.1,0,3049.1,1
3792,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304200007,7/24/2023,261,3106,3649,0,3649,1
3792,3100000011,PL-VT28,230725001A,7/25/2023,101,3401,-16742,0,-16742,
3792,3100000011,PL-VT28,230725001A,7/25/2023,101,3411,-46925,0,-46925,
3792,3100000074,WHEAT BRAN,230725001A,7/25/2023,101,4601,-20000,0,-20000,
3792,3100000074,WHEAT BRAN,230725003A,7/25/2023,101,4601,-14001,0,-14001,
3792,3100000074,WHEAT BRAN,230725001A,7/25/2023,101,4601,-14001,0,-14001,1
3792,3100000074,WHEAT BRAN,230725003A,7/25/2023,102,4601,14001,0,14001,
3792,3100000074,WHEAT BRAN,230725001A,7/25/2023,102,4601,20000,0,20000,
3792,3100000117,WIP,2307130010,7/25/2023,261,3001,1040.56,0,1040.56,REPROCESS
3795,3100000001,PL-DNS (BREAD),230725003A,7/25/2023,101,3405,-59706,0,-59706,
3795,3100000024,F3-LOW,230725004A,7/25/2023,101,3403,-4201,0,-4201,
3795,3100000074,WHEAT BRAN,230725003A,7/25/2023,101,4601,-15896,0,-15896,
3795,3100000080,Start up flour,230725003A,7/25/2023,101,3921,-2747,0,-2747,
3795,3100000182,ALL PURPOSE FLOUR HAPPYTIMEURC(22.5KG)NB,2306280031,7/25/2023,261,3001,15,337.5,337.5,REPROCESS
3795,3100000182,ALL PURPOSE FLOUR HAPPYTIMEURC(22.5KG)NB,2306290011,7/25/2023,261,3001,24,540,540,REPROCESS
3795,3100000182,ALL PURPOSE FLOUR HAPPYTIMEURC(22.5KG)NB,2306280031,7/25/2023,262,3001,-15,-337.5,-337.5,REPROCESS
3795,3100000182,ALL PURPOSE FLOUR HAPPYTIMEURC(22.5KG)NB,2306290011,7/25/2023,262,3001,-24,-540,-540,REPROCESS
3795,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2306280015,7/25/2023,261,3106,2414,0,2414,1
3795,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2306280020,7/25/2023,261,3106,11264.7,0,11264.7,1
3795,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2306280021,7/25/2023,261,3106,27126.9,0,27126.9,1
3795,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2306280022,7/25/2023,261,3106,28949.15,0,28949.15,1
3795,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2306280023,7/25/2023,261,3106,11975.25,0,11975.25,1
3796,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304220004,7/25/2023,261,3105,2062.97,0,2062.97,1
3796,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304240001,7/25/2023,261,3105,21848.03,0,21848.03,1
3796,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304200007,7/25/2023,261,3106,2535.42,0,2535.42,1
3796,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304220001,7/25/2023,261,3106,9915.87,0,9915.87,1
3796,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304220002,7/25/2023,261,3106,28008.4,0,28008.4,1
3796,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304220003,7/25/2023,261,3106,11335.31,0,11335.31,1
3796,3100000011,PL-VT28,230726001A,7/26/2023,101,3401,-1229,0,-1229,
3796,3100000011,PL-VT28,230726001A,7/26/2023,101,3401,-19545,0,-19545,
3796,3100000011,PL-VT28,230726001A,7/26/2023,101,4508,-43055,0,-43055,1
3796,3100000011,PL-VT28,230726001A,7/26/2023,101,4508,-4690,0,-4690,Start up flour (GR)
3796,3100000074,WHEAT BRAN,230726001A,7/26/2023,101,4601,-13377,0,-13377,
3796,3100000080,Start up flour,230726001A,7/26/2023,101,3921,-601,0,-601,
3796,3100000080,Start up flour,230726002A,7/26/2023,101,3921,-868,0,-868,
3796,3100000080,Start up flour,230726001A,7/26/2023,101,3921,-868,0,-868,1
3796,3100000080,Start up flour,230726002A,7/26/2023,102,3921,868,0,868,
3796,3100000080,Cleaning Flour,230724002A,7/26/2023,261,3921,2,0,2,Start up flour (GR)
3796,3100000080,Cleaning Flour,230725002A,7/26/2023,261,3921,2474,0,2474,Start up flour (GR)
3796,3100000080,Cleaning Flour,230725003A,7/26/2023,261,3921,2214,0,2214,Start up flour (GR)
3796,3100000117,WIP,2307130010,7/26/2023,261,3001,129.64,0,129.64,REPROCESS
3796,3100000117,WIP,2307130020,7/26/2023,261,3001,271,0,271,REPROCESS
3796,3100000117,WIP,2307140030,7/26/2023,261,3001,112.5,0,112.5,REPROCESS
3796,3100000117,WIP,2307140040,7/26/2023,261,3001,112.5,0,112.5,REPROCESS
3796,3100000117,WIP,2307150030,7/26/2023,261,3001,112.5,0,112.5,REPROCESS
3796,3100000117,WIP,2307180010,7/26/2023,261,3001,289,0,289,REPROCESS
3796,3100000117,WIP,2307180020,7/26/2023,261,3001,136,0,136,REPROCESS
3796,3100000117,WIP,2307190010,7/26/2023,261,3001,335.5,0,335.5,REPROCESS
3796,3100000117,WIP,2307200010,7/26/2023,261,3001,594.5,0,594.5,REPROCESS
3796,3100000117,WIP,2307200020,7/26/2023,261,3001,66.86,0,66.86,REPROCESS
3797,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304240001,7/25/2023,261,3105,6155.47,0,6155.47,1
3797,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304240002,7/25/2023,261,3105,27934.9,0,27934.9,1
3797,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304240003,7/25/2023,261,3105,4637.63,0,4637.63,1
3797,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304220003,7/25/2023,261,3106,16633.89,0,16633.89,1
3797,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304220004,7/25/2023,261,3106,20496.11,0,20496.11,1
3797,3100000011,PL-VT28,230726003A,7/26/2023,101,3411,-62564,0,-62564,
3797,3100000011,PL-VT28,230726003A,7/26/2023,101,3411,-5340,0,-5340,Start up flour (GR)
3797,3100000074,WHEAT BRAN,230726003A,7/26/2023,101,4601,-13139,0,-13139,
3797,3100000080,Start up flour,230726003A,7/26/2023,101,3921,-2923,0,-2923,
3797,3100000080,Cleaning Flour,230725003A,7/26/2023,261,3921,533,0,533,Start up flour (GR)
3797,3100000080,Cleaning Flour,230726001A,7/26/2023,261,3921,1469,0,1469,Start up flour (GR)
3797,3100000080,Cleaning Flour,230726002A,7/26/2023,261,3921,2657,0,2657,Start up flour (GR)
3797,3100000080,Cleaning Flour,230726003A,7/26/2023,261,3921,681,0,681,Start up flour (GR)
3797,3100000096,WIP,2307190030,7/26/2023,261,3001,3,67.5,67.5,REPROCESS
3797,3100000096,WIP,2307190050,7/26/2023,261,3001,20,450,450,REPROCESS
3797,3100000096,WIP,2307190060,7/26/2023,261,3001,5,112.5,112.5,REPROCESS
3797,3100000096,WIP,2307200030,7/26/2023,261,3001,1,22.5,22.5,REPROCESS
3797,3100000117,WIP,2307200020,7/26/2023,261,3001,45.64,0,45.64,REPROCESS
3797,3100000117,WIP,2307210020,7/26/2023,261,3001,315,0,315,REPROCESS
3797,3100000117,WIP,2307210030,7/26/2023,261,3001,315,0,315,REPROCESS
3797,3100000117,WIP,2307220020,7/26/2023,261,3001,562.5,0,562.5,REPROCESS
3797,3100000117,WIP,2307240010,7/26/2023,261,3001,359,0,359,REPROCESS
3797,3100000117,WIP,2307240060,7/26/2023,261,3001,112.5,0,112.5,REPROCESS
3797,3100000117,WIP,2307250010,7/26/2023,261,3001,202.5,0,202.5,REPROCESS
3797,3100000117,WIP,2307250020,7/26/2023,261,3001,113,0,113,REPROCESS
3797,3100000011,PL-VT28,230726003A,7/27/2023,101,3411,-5340,0,-5340,Start up flour (GR)
3797,3100000011,PL-VT28,230726003A,7/27/2023,102,3411,5340,0,5340,Start up flour (GR)
3804,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304240006,7/27/2023,261,3105,27317.67,0,27317.67,1
3804,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304240007,7/27/2023,261,3105,8283.33,0,8283.33,1
3804,3200000018,RM-UW12.5-UNION WHEAT12.5%,2307200002,7/27/2023,261,3105,20013,0,20013,1
3804,3100000011,PL-VT28,230728001A,7/28/2023,101,3411,-46308,0,-46308,
3804,3100000011,PL-VT28,230728002A,7/28/2023,101,3411,-46308,0,-46308,1
3804,3100000011,PL-VT28,230728002A,7/28/2023,101,3411,-2579,0,-2579,Start up flour (GR)
3804,3100000011,PL-VT28,230728001A,7/28/2023,102,3411,46308,0,46308,
3804,3100000074,WHEAT BRAN,230728001A,7/28/2023,101,4601,-10132,0,-10132,
3804,3100000074,WHEAT BRAN,230728002A,7/28/2023,101,4601,-10132,0,-10132,1
3804,3100000074,WHEAT BRAN,230728001A,7/28/2023,102,4601,10132,0,10132,
3804,3100000080,Cleaning Flour,230727001A,7/28/2023,261,3921,1253,0,1253,Start up flour (GR)
3804,3100000080,Cleaning Flour,230727003A,7/28/2023,261,3921,1326,0,1326,Start up flour (GR)
3805,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303240009,8/30/2023,261,3103,10630.9,0,10630.9,1
3805,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303250001,8/30/2023,261,3103,13460.1,0,13460.1,1
3805,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306230001,8/30/2023,261,3106,17689.18,0,17689.18,
3805,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306260001,8/30/2023,261,3106,9863.82,0,9863.82,
3805,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306260001,8/30/2023,261,3107,12686.08,0,12686.08,
3805,3200000018,RM-UW12.5-UNION WHEAT12.5%,2306260002,8/30/2023,261,3107,15711.92,0,15711.92,
3805,3100000011,PL-VT28,230831003A,8/31/2023,101,4508,-38538,0,-38538,
3805,3100000011,PL-VT28,230831003A,8/31/2023,101,4508,-3180,0,-3180,Start up flour (GR)
3805,3100000011,PL-VT28,230831003A,8/31/2023,101,4509,-29354,0,-29354,
3805,3100000011,PL-VT28,230831003A,8/31/2023,101,4509,-1910,0,-1910,Start up flour (GR)
3805,3100000074,WHEAT BRAN,230831003A,8/31/2023,101,4601,-15540,0,-15540,
3805,3100000080,Cleaning Flour,230828004A,8/31/2023,261,3921,2207,0,2207,Start up flour (GR)
3805,3100000080,Cleaning Flour,230829002A,8/31/2023,261,3921,2546,0,2546,Start up flour (GR)
3805,3100000080,Cleaning Flour,230829003A,8/31/2023,261,3921,337,0,337,Start up flour (GR)
3805,3100000096,WIP,2308210020,8/31/2023,261,3001,6,135,135,REPROCESS
3805,3100000096,WIP,2308210030,8/31/2023,261,3001,5,112.5,112.5,REPROCESS
3805,3100000096,WIP,2308210040,8/31/2023,261,3001,5,112.5,112.5,REPROCESS
3805,3100000096,WIP,2308210060,8/31/2023,261,3001,5,112.5,112.5,REPROCESS
3805,3100000096,WIP,2308220010,8/31/2023,261,3001,7,157.5,157.5,REPROCESS
3805,3100000096,WIP,2308220020,8/31/2023,261,3001,7,157.5,157.5,REPROCESS
3805,3100000096,WIP,2308220040,8/31/2023,261,3001,6,135,135,REPROCESS
