Order,Material,Material Description,Batch,Posting Date,Movement type,Storage location,Qty in base un. + sign (MEINS),Quantity (/CWM/MEINS),Quatity,Unloading Point
4260,3100000011,PL-VT28,231016001A,23-10-16,101,3401,"-1,500.000",0.000,"-1,500.000",º ¡start up flour (GR)
4260,3100000074,WHEAT BRAN,231016001A,23-10-16,101,4601,"-50,000.000",0.000,"-50,000.000",GR √”
4260,3100000074,WHEAT BRAN,231016002A,23-10-16,101,4601,"-9,081.000",0.000,"-9,081.000",
4260,3100000074,WHEAT BRAN,231016001A,23-10-16,101,4601,"-9,081.000",0.000,"-9,081.000",
4260,3100000074,WHEAT BRAN,231016002A,23-10-16,102,4601,"9,081.000",0.000,"9,081.000",
4260,3100000074,WHEAT BRAN,231016001A,23-10-16,102,4601,"50,000.000",0.000,"50,000.000",GR √”
4260,3100000080,Start up flour,231016001A,23-10-16,101,3921,"-1,508.000",0.000,"-1,508.000",
4260,3100000080,Cleaning Flour,231013001A,23-10-16,261,3921,"1,178.000",0.000,"1,178.000",CLEANING FLOUR
4260,3100000080,Cleaning Flour,231016001A,23-10-16,261,3921,322.000,0.000,322.000,CLEANING FLOUR
4260,3100000117,WIP (BULK),2308090011,23-10-16,261,3001,300.000,0.000,300.000,REPROCESS
4260,3100000117,WIP (BULK),2308170011,23-10-16,261,3001,150.000,0.000,150.000,REPROCESS
4265,3200000007,RM-ASW-AUSTRALIAN STANDARD WHITE,2303180008,23-10-14,261,3107,"11,733.425",0.000,"11,733.425",
4265,3200000007,RM-ASW-AUSTRALIAN STANDARD WHITE,2303180009,23-10-14,261,3107,"24,644.700",0.000,"24,644.700",
4265,3200000007,RM-ASW-AUSTRALIAN STANDARD WHITE,2303180010,23-10-14,261,3107,"22,867.875",0.000,"22,867.875",
4265,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2306100003,23-10-14,261,3103,"3,428.000",0.000,"3,428.000",
4265,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2306100006,23-10-14,261,3106,"6,619.205",0.000,"6,619.205",
4265,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2306100007,23-10-14,261,3106,"15,380.795",0.000,"15,380.795",
4265,3100000011,PL-VT28,231016002A,23-10-16,101,3401,"-33,290.000",0.000,"-33,290.000",
4265,3100000011,PL-VT28,231016002A,23-10-16,101,3411,"-39,370.000",0.000,"-39,370.000",
4265,3100000074,WHEAT BRAN,231016002A,23-10-16,101,4601,"-15,970.000",0.000,"-15,970.000",
4265,3100000096,WIP ·ªÈß,2307180021,23-10-16,261,3001,1.000,22.500,22.500,REPROCESS
4265,3100000096,WIP ·ªÈß,2307280011,23-10-16,261,3001,1.000,22.500,22.500,REPROCESS
4265,3100000096,WIP ·ªÈß,2308310011,23-10-16,261,3001,2.000,45.000,45.000,REPROCESS
4265,3100000096,WIP ·ªÈß,2309040021,23-10-16,261,3001,4.000,90.000,90.000,REPROCESS
4265,3100000096,WIP ·ªÈß,2309150051,23-10-16,261,3001,1.000,22.500,22.500,REPROCESS
4265,3100000096,WIP ·ªÈß,2310090040,23-10-16,261,3001,1.000,22.429,22.429,REPROCESS
4265,3100000096,WIP ·ªÈß,2310090040,23-10-16,261,3001,4.000,89.714,89.714,REPROCESS
4265,3100000096,WIP ·ªÈß,2310100010,23-10-16,261,3001,5.000,112.000,112.000,REPROCESS
4265,3100000096,WIP ·ªÈß,2310100013,23-10-16,261,3001,1.000,22.500,22.500,REPROCESS
4265,3100000096,WIP ·ªÈß,2310100030,23-10-16,261,3001,5.000,112.000,112.000,REPROCESS
4265,3100000096,WIP ·ªÈß,2310110010,23-10-16,261,3001,15.000,337.000,337.000,REPROCESS
4265,3100000096,WIP ·ªÈß,2310110020,23-10-16,261,3001,5.000,112.500,112.500,REPROCESS
4265,3100000096,WIP ·ªÈß,2310120010,23-10-16,261,3001,5.000,112.500,112.500,REPROCESS
4265,3100000117,WIP (BULK),2308170011,23-10-16,261,3001,200.000,0.000,200.000,REPROCESS
4265,3100000117,WIP (BULK),2309260021,23-10-16,261,3001,100.000,0.000,100.000,REPROCESS
4265,3100000117,WIP (BULK),2310050031,23-10-16,261,3001,100.000,0.000,100.000,REPROCESS
4265,3100000117,WIP (BULK),2310060020,23-10-16,261,3001,140.000,0.000,140.000,REPROCESS
4266,3200000007,RM-ASW-AUSTRALIAN STANDARD WHITE,2303180010,23-10-23,261,3107,"1,314.000",0.000,"1,314.000",
4266,3200000007,RM-ASW-AUSTRALIAN STANDARD WHITE,2303180015,23-10-23,261,3107,"33,424.000",0.000,"33,424.000",
4266,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303270001,23-10-23,261,3103,"7,884.350",0.000,"7,884.350",1
4266,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303270002,23-10-23,261,3103,"2,063.650",0.000,"2,063.650",1
4266,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2306100007,23-10-23,261,3103,"4,734.305",0.000,"4,734.305",1
4266,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2306100008,23-10-23,261,3103,364.695,0.000,364.695,1
4266,3100000011,PL-VT28,231025001A,23-10-25,101,3401,"-39,030.000",0.000,"-39,030.000",
4266,3100000011,PL-VT28,231025001A,23-10-25,101,3401,"-4,610.000",0.000,"-4,610.000",º ¡start up flour (GR)
4266,3100000074,WHEAT BRAN,231025001A,23-10-25,101,4601,"-9,530.000",0.000,"-9,530.000",
4266,3100000080,Start up flour,231025001A,23-10-25,101,3921,"-2,070.000",0.000,"-2,070.000",
4266,3100000080,Cleaning Flour,231018002A,23-10-25,261,3921,674.000,0.000,674.000,CLEANING FLOUR
4266,3100000080,Cleaning Flour,231018003A,23-10-25,261,3921,"2,534.000",0.000,"2,534.000",CLEANING FLOUR
4266,3100000080,Cleaning Flour,231019001A,23-10-25,261,3921,"1,402.000",0.000,"1,402.000",CLEANING FLOUR
4266,3100000096,WIP ·ªÈß,2310160010,23-10-25,261,3001,2.000,49.286,49.286,REPROCESS
4266,3100000096,WIP ·ªÈß,2310160030,23-10-25,261,3001,5.000,123.214,123.214,REPROCESS
4266,3100000096,WIP ·ªÈß,2310160040,23-10-25,261,3001,5.000,123.214,123.214,REPROCESS
4266,3100000096,WIP ·ªÈß,2310170010,23-10-25,261,3001,5.000,112.000,112.000,REPROCESS
4266,3100000096,WIP ·ªÈß,2310170030,23-10-25,261,3001,5.000,112.500,112.500,REPROCESS
4266,3100000096,WIP ·ªÈß,2310180010,23-10-25,261,3001,5.000,112.500,112.500,REPROCESS
4266,3100000096,WIP ·ªÈß,2310180020,23-10-25,261,3001,15.000,337.500,337.500,REPROCESS
4266,3100000096,WIP ·ªÈß,2310190010,23-10-25,261,3001,4.000,90.000,90.000,REPROCESS
4267,3200000007,RM-ASW-AUSTRALIAN STANDARD WHITE,2303180012,23-10-24,261,3105,18.000,0.000,18.000,
4267,3200000007,RM-ASW-AUSTRALIAN STANDARD WHITE,2303180015,23-10-24,261,3105,"10,599.275",0.000,"10,599.275",
4267,3200000007,RM-ASW-AUSTRALIAN STANDARD WHITE,2303180016,23-10-24,261,3105,"41,395.725",0.000,"41,395.725",
4267,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2306100008,23-10-24,261,3103,"22,440.000",0.000,"22,440.000",1
4267,3100000011,PL-VT28,231025003A,23-10-25,101,3401,"-38,957.000",0.000,"-38,957.000",
4267,3100000011,PL-VT28,231025003A,23-10-25,101,3411,"-20,254.000",0.000,"-20,254.000",
4267,3100000011,PL-VT28,231025003A,23-10-25,101,3411,"-6,270.000",0.000,"-6,270.000",º ¡start up flour (GR)
4267,3100000074,WHEAT BRAN,231025003A,23-10-25,101,4601,"-14,096.000",0.000,"-14,096.000",
4267,3100000080,Start up flour,231025003A,23-10-25,101,3921,"-3,000.000",0.000,"-3,000.000",
4267,3100000080,Cleaning Flour,231019001A,23-10-25,261,3921,"1,396.000",0.000,"1,396.000",CLEANING FLOUR
4267,3100000080,Cleaning Flour,231019002A,23-10-25,261,3921,"2,313.000",0.000,"2,313.000",CLEANING FLOUR
4267,3100000080,Cleaning Flour,231019003A,23-10-25,261,3921,"2,561.000",0.000,"2,561.000",CLEANING FLOUR
4267,3100000117,WIP (BULK),2310110020,23-10-25,261,3001,323.000,0.000,323.000,REPROCESS
4267,3100000117,WIP (BULK),2310160010,23-10-25,261,3001,540.500,0.000,540.500,REPROCESS
4267,3100000117,WIP (BULK),2310160020,23-10-25,261,3001,375.000,0.000,375.000,REPROCESS
4267,3100000117,WIP (BULK),2310170010,23-10-25,261,3001,787.500,0.000,787.500,REPROCESS
4267,3100000117,WIP (BULK),2310180010,23-10-25,261,3001,113.000,0.000,113.000,REPROCESS
4267,3100000117,WIP (BULK),2310190020,23-10-25,261,3001,111.000,0.000,111.000,REPROCESS
4272,3200000003,RM-APH14-AUSTRALIAN PRIME HARD14%,2310070002,23-10-16,261,3108,"9,948.650",0.000,"9,948.650",1
4272,3200000003,RM-APH14-AUSTRALIAN PRIME HARD14%,2310070003,23-10-16,261,3108,"34,656.350",0.000,"34,656.350",1
4272,3200000003,RM-APH14-AUSTRALIAN PRIME HARD14%,2310070003,23-10-16,261,3108,"6,879.000",0.000,"6,879.000",1
4272,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2306100007,23-10-16,261,3103,"4,752.000",0.000,"4,752.000",1
4272,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2306100007,23-10-16,261,3103,88.000,0.000,88.000,
4272,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303250012,23-10-16,261,3106,"11,207.250",0.000,"11,207.250",
4272,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303270001,23-10-16,261,3106,"18,286.750",0.000,"18,286.750",
4272,3100000002,PL-C/P (NOODLE),231017001A,23-10-17,101,3405,"-50,409.000",0.000,"-50,409.000",
4272,3100000025,F3-HIGH,231017002A,23-10-17,101,3402,"-17,154.000",0.000,"-17,154.000",
4272,3100000074,WHEAT BRAN,231017001A,23-10-17,101,4601,"-60,000.000",0.000,"-60,000.000",GR √”
4272,3100000074,WHEAT BRAN,231017001A,23-10-17,101,4601,"-14,964.000",0.000,"-14,964.000",
4272,3100000074,WHEAT BRAN,231017001A,23-10-17,101,4601,"-30,000.000",0.000,"-30,000.000",GR √”
4272,3100000074,WHEAT BRAN,231017001A,23-10-17,102,4601,"60,000.000",0.000,"60,000.000",GR √”
4272,3100000074,WHEAT BRAN,231017001A,23-10-17,102,4601,"30,000.000",0.000,"30,000.000",GR √”
4272,3100000080,Start up flour,231017001A,23-10-17,101,3921,"-2,163.000",0.000,"-2,163.000",
4273,3200000006,RM-APW10.5-AUSTRALIAN PREMIUM WHITE10.5%,2305310009,23-10-14,261,3105,"21,064.010",0.000,"21,064.010",1
4273,3200000006,RM-APW10.5-AUSTRALIAN PREMIUM WHITE10.5%,2305310010,23-10-14,261,3105,"49,565.200",0.000,"49,565.200",1
4273,3200000006,RM-APW10.5-AUSTRALIAN PREMIUM WHITE10.5%,2305310011,23-10-14,261,3105,"9,544.790",0.000,"9,544.790",1
4273,3100000022,PL-APW 10.5%,231016003A,23-10-16,101,3409,"-54,489.000",0.000,"-54,489.000",
4273,3100000024,F3-LOW,231016004A,23-10-16,101,3403,"-7,690.000",0.000,"-7,690.000",
4273,3100000074,WHEAT BRAN,231016003A,23-10-16,101,4601,"-13,984.000",0.000,"-13,984.000",
4273,3100000080,Start up flour,231016003A,23-10-16,101,3921,"-2,526.000",0.000,"-2,526.000",
4273,3100000129,BISCUIT FLOUR PARTYTIME NL1 (25.0 KG) NB,2308230021,23-10-16,261,3001,13.000,325.000,325.000,REPROCESS
4274,3200000003,RM-APH14-AUSTRALIAN PRIME HARD14%,2309210004,23-10-17,261,3102,"5,768.100",0.000,"5,768.100",1
4274,3200000003,RM-APH14-AUSTRALIAN PRIME HARD14%,2309210005,23-10-17,261,3102,"1,667.900",0.000,"1,667.900",1
4274,3200000003,RM-APH14-AUSTRALIAN PRIME HARD14%,2309210005,23-10-17,261,3105,"19,988.700",0.000,"19,988.700",1
4274,3200000003,RM-APH14-AUSTRALIAN PRIME HARD14%,2309210006,23-10-17,261,3105,"24,585.600",0.000,"24,585.600",1
4274,3200000003,RM-APH14-AUSTRALIAN PRIME HARD14%,2309210007,23-10-17,261,3105,"19,300.700",0.000,"19,300.700",1
4274,3100000002,PL-C/P (NOODLE),231019002A,23-10-19,101,3405,"-41,674.000",0.000,"-41,674.000",
4274,3100000025,F3-HIGH,231019003A,23-10-19,101,3402,"-12,041.000",0.000,"-12,041.000",
4274,3100000074,WHEAT BRAN,231019002A,23-10-19,101,4601,"-50,000.000",0.000,"-50,000.000",GR √”
4274,3100000074,WHEAT BRAN,231019002A,23-10-19,101,4601,"-11,523.000",0.000,"-11,523.000",
4274,3100000074,WHEAT BRAN,231019002A,23-10-19,102,4601,"50,000.000",0.000,"50,000.000",GR √”
4274,3100000080,Start up flour,231019002A,23-10-19,101,3921,"-2,313.000",0.000,"-2,313.000",
4282,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2306300008,23-10-16,261,3107,"4,166.450",0.000,"4,166.450",1
4282,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2306300009,23-10-16,261,3107,"29,855.350",0.000,"29,855.350",1
4282,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2306300010,23-10-16,261,3107,"31,313.150",0.000,"31,313.150",1
4282,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2306300011,23-10-16,261,3107,"6,766.050",0.000,"6,766.050",1
4282,3100000001,PL-DNS (BREAD),231017002A,23-10-17,101,3410,"-50,024.000",0.000,"-50,024.000",
4282,3100000024,F3-LOW,231017003A,23-10-17,101,3403,"-6,068.000",0.000,"-6,068.000",
4282,3100000074,WHEAT BRAN,231017002A,23-10-17,101,4601,"-13,455.000",0.000,"-13,455.000",
4282,3100000080,Start up flour,231017002A,23-10-17,101,3921,"-2,561.000",0.000,"-2,561.000",
4285,3200000007,RM-ASW-AUSTRALIAN STANDARD WHITE,2303180006,23-10-17,261,3105,132.000,0.000,132.000,
4285,3200000007,RM-ASW-AUSTRALIAN STANDARD WHITE,2303180010,23-10-17,261,3105,531.775,0.000,531.775,
4285,3200000007,RM-ASW-AUSTRALIAN STANDARD WHITE,2303180011,23-10-17,261,3105,"24,546.200",0.000,"24,546.200",
4285,3200000007,RM-ASW-AUSTRALIAN STANDARD WHITE,2303180012,23-10-17,261,3105,"27,275.025",0.000,"27,275.025",
4285,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2306090008,23-10-17,261,3103,"1,880.000",0.000,"1,880.000",1
4285,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2306100003,23-10-17,261,3103,"18,530.555",0.000,"18,530.555",1
4285,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2306100004,23-10-17,261,3103,"1,823.445",0.000,"1,823.445",1
4285,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2306100007,23-10-17,261,3103,266.000,0.000,266.000,1
4285,3100000011,PL-VT28,231018001A,23-10-18,101,3411,"-60,130.000",0.000,"-60,130.000",
4285,3100000011,PL-VT28,231018001A,23-10-18,101,3411,"-6,980.000",0.000,"-6,980.000",º ¡start up flour (GR)
4285,3100000074,WHEAT BRAN,231018001A,23-10-18,101,4601,"-14,033.000",0.000,"-14,033.000",
4285,3100000080,Start up flour,231018001A,23-10-18,101,3921,"-2,362.000",0.000,"-2,362.000",
4285,3100000080,Cleaning Flour,231016001A,23-10-18,261,3921,"1,186.000",0.000,"1,186.000",CLEANING FLOUR
4285,3100000080,Cleaning Flour,231016003A,23-10-18,261,3921,"2,526.000",0.000,"2,526.000",CLEANING FLOUR
4285,3100000080,Cleaning Flour,231017001A,23-10-18,261,3921,"2,163.000",0.000,"2,163.000",CLEANING FLOUR
4285,3100000080,Cleaning Flour,231017002A,23-10-18,261,3921,"1,105.000",0.000,"1,105.000",CLEANING FLOUR
4285,3100000096,WIP ·ªÈß,2310120030,23-10-18,261,3001,5.000,112.500,112.500,REPROCESS
4285,3100000096,WIP ·ªÈß,2310160010,23-10-18,261,3001,3.000,73.929,73.929,REPROCESS
4285,3100000096,WIP ·ªÈß,2310160010,23-10-18,261,3001,10.000,246.428,246.428,REPROCESS
4285,3100000117,WIP (BULK),2310060020,23-10-18,261,3001,197.500,0.000,197.500,REPROCESS
4285,3100000117,WIP (BULK),2310110010,23-10-18,261,3001,1.000,0.000,1.000,REPROCESS
4285,3100000117,WIP (BULK),2310140010,23-10-18,261,3001,135.000,0.000,135.000,REPROCESS
4285,3100000117,WIP (BULK),2306290001,23-10-18,261,3001,5.000,0.000,5.000,REPROCESS
4286,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2306290031,23-10-17,261,3106,"3,888.000",0.000,"3,888.000",1
4286,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2306290045,23-10-17,261,3106,"3,420.000",0.000,"3,420.000",1
4286,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2306300011,23-10-17,261,3106,"17,031.650",0.000,"17,031.650",1
4286,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2306300012,23-10-17,261,3106,"28,614.250",0.000,"28,614.250",1
4286,3200000011,RM-DNS14.5-DARK NORTHERN SPRING14.5%,2306300013,23-10-17,261,3106,"19,477.100",0.000,"19,477.100",1
4286,3100000001,PL-DNS (BREAD),231018002A,23-10-18,101,3410,"-51,001.000",0.000,"-51,001.000",
4286,3100000024,F3-LOW,231018003A,23-10-18,101,3403,"-5,587.000",0.000,"-5,587.000",
4286,3100000074,WHEAT BRAN,231018002A,23-10-18,101,4601,"-40,000.000",0.000,"-40,000.000",GR √”
4286,3100000074,WHEAT BRAN,231018002A,23-10-18,101,4601,"-13,776.000",0.000,"-13,776.000",
4286,3100000074,WHEAT BRAN,231018002A,23-10-18,102,4601,"40,000.000",0.000,"40,000.000",GR √”
4286,3100000080,Start up flour,231018002A,23-10-18,101,3921,"-2,826.000",0.000,"-2,826.000",
4289,3100000018,PL-SW 10.5%,2306270002,23-10-18,261,3001,"2,500.000",0.000,"2,500.000",REPROCESS
4289,3100000024,F3-LOW,231018004A,23-10-18,101,3403,"-4,215.000",0.000,"-4,215.000",
4289,3100000074,WHEAT BRAN,231018003A,23-10-18,101,4601,"-13,186.000",0.000,"-13,186.000",
4289,3100000080,Start up flour,231018003A,23-10-18,101,3921,"-2,534.000",0.000,"-2,534.000",
4289,3100000080,Cleaning Flour,231017002A,23-10-18,261,3921,"1,456.000",0.000,"1,456.000",CLEANING FLOUR
4289,3100000080,Cleaning Flour,231018001A,23-10-18,261,3921,"2,362.000",0.000,"2,362.000",CLEANING FLOUR
4289,3100000080,Cleaning Flour,231018002A,23-10-18,261,3921,2.000,0.000,2.000,CLEANING FLOUR
4289,3100000132,PL-ASW,231018003A,23-10-18,101,3408,"-55,077.000",0.000,"-55,077.000",
4289,3100000132,PL-ASW,231018003A,23-10-18,101,3408,"-3,820.000",0.000,"-3,820.000",º ¡start up flour (GR)
4289,3200000007,RM-ASW-AUSTRALIAN STANDARD WHITE,2301240002,23-10-18,261,3106,"1,771.000",0.000,"1,771.000",1
4289,3200000007,RM-ASW-AUSTRALIAN STANDARD WHITE,2303180012,23-10-18,261,3106,"21,947.125",0.000,"21,947.125",1
4289,3200000007,RM-ASW-AUSTRALIAN STANDARD WHITE,2303180013,23-10-18,261,3106,"24,664.400",0.000,"24,664.400",1
4289,3200000007,RM-ASW-AUSTRALIAN STANDARD WHITE,2303180014,23-10-18,261,3106,"24,762.900",0.000,"24,762.900",1
4289,3200000007,RM-ASW-AUSTRALIAN STANDARD WHITE,2303180015,23-10-18,261,3106,140.575,0.000,140.575,1
4290,3200000018,RM-UW12.5-UNION WHEAT12.5%,2303200008,23-10-18,261,3104,742.900,0.000,742.900,1
4290,3200000018,RM-UW12.5-UNION WHEAT12.5%,2303200013,23-10-18,261,3104,"15,721.300",0.000,"15,721.300",1
4290,3200000018,RM-UW12.5-UNION WHEAT12.5%,2303200014,23-10-18,261,3104,"47,020.400",0.000,"47,020.400",1
4290,3200000018,RM-UW12.5-UNION WHEAT12.5%,2303200015,23-10-18,261,3104,"5,310.400",0.000,"5,310.400",1
4290,3100000018,PL-SW 10.5%,2306270002,23-10-19,261,3001,"1,275.000",0.000,"1,275.000",REPROCESS
4290,3100000023,PL-UW 12.5%,231019001A,23-10-19,101,3407,"-52,005.000",0.000,"-52,005.000",
4290,3100000023,PL-UW 12.5%,231019001A,23-10-19,101,3407,"-2,150.000",0.000,"-2,150.000",º ¡start up flour (GR)
4290,3100000024,F3-LOW,231019002A,23-10-19,101,3403,"-3,197.000",0.000,"-3,197.000",
4290,3100000074,WHEAT BRAN,231019001A,23-10-19,101,4601,"-13,621.000",0.000,"-13,621.000",
4290,3100000080,Start up flour,231019001A,23-10-19,101,3921,"-2,798.000",0.000,"-2,798.000",
4290,3100000080,Cleaning Flour,231018002A,23-10-19,261,3921,"2,150.000",0.000,"2,150.000",CLEANING FLOUR
4292,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2308050008,23-11-23,261,3103,"24,142.905",0.000,"24,142.905",
4292,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2308050009,23-11-23,261,3103,"22,130.095",0.000,"22,130.095",
4292,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303270004,23-11-23,261,3104,"2,007.200",0.000,"2,007.200",
4292,3200000008,RM-CWRS13.5-CANADA WESTERN RED SPRING13.,2303270005,23-11-23,261,3104,"4,760.800",0.000,"4,760.800",
4292,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304200012,23-11-23,261,3108,"19,629.570",0.000,"19,629.570",1
4292,3200000018,RM-UW12.5-UNION WHEAT12.5%,2304200013,23-11-23,261,3108,"3,176.430",0.000,"3,176.430",1
4292,3100000011,PL-VT28,231124003A,23-11-24,101,3411,"-62,670.000",0.000,"-62,670.000",
4292,3100000011,PL-VT28,231124003A,23-11-24,101,3411,"-8,910.000",0.000,"-8,910.000",º ¡start up flour (GR)
4292,3100000074,WHEAT BRAN,231124003A,23-11-24,101,4601,"-14,282.000",0.000,"-14,282.000",
4292,3100000080,Start up flour,231124003A,23-11-24,101,3921,"-2,930.000",0.000,"-2,930.000",
4292,3100000080,Cleaning Flour,231122001A,23-11-24,261,3921,"1,636.000",0.000,"1,636.000",CLEANING FLOUR
4292,3100000080,Cleaning Flour,231122002A,23-11-24,261,3921,"2,695.000",0.000,"2,695.000",CLEANING FLOUR
4292,3100000080,Cleaning Flour,231122003A,23-11-24,261,3921,"3,014.000",0.000,"3,014.000",CLEANING FLOUR
4292,3100000080,Cleaning Flour,231123001A,23-11-24,261,3921,"1,565.000",0.000,"1,565.000",CLEANING FLOUR
4292,3100000117,WIP (BULK),2311160020,23-11-24,261,3001,82.250,0.000,82.250,REPROCESS
4292,3100000117,WIP (BULK),2311170010,23-11-24,261,3001,367.750,0.000,367.750,REPROCESS
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2301310009,23-10-18,261,3108,"4,144.300",0.000,"4,144.300",GI 18.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2301310010,23-10-18,261,3108,"28,047.600",0.000,"28,047.600",GI 18.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302010001,23-10-18,261,3108,"27,969.200",0.000,"27,969.200",GI 18.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302010002,23-10-18,261,3108,"19,409.900",0.000,"19,409.900",GI 18.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2301310009,23-10-18,262,3108,"-4,144.300",0.000,"-4,144.300",GI 18.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2301310010,23-10-18,262,3108,"-28,047.600",0.000,"-28,047.600",GI 18.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302010001,23-10-18,262,3108,"-27,969.200",0.000,"-27,969.200",GI 18.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302010002,23-10-18,262,3108,"-19,409.900",0.000,"-19,409.900",GI 18.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2303010004,23-10-19,261,3106,"16,003.000",0.000,"16,003.000",GI 19.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302010003,23-10-19,261,3107,"22,606.500",0.000,"22,606.500",GI 19.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302010004,23-10-19,261,3107,"28,008.400",0.000,"28,008.400",GI 19.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302010005,23-10-19,261,3107,"27,959.400",0.000,"27,959.400",GI 19.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302010006,23-10-19,261,3107,"28,077.000",0.000,"28,077.000",GI 19.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302010007,23-10-19,261,3107,"8,947.700",0.000,"8,947.700",GI 19.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2301310009,23-10-19,261,3108,"4,144.300",0.000,"4,144.300",GI 19.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2301310010,23-10-19,261,3108,"28,047.600",0.000,"28,047.600",GI 19.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302010001,23-10-19,261,3108,"27,969.200",0.000,"27,969.200",GI 19.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302010002,23-10-19,261,3108,"28,047.600",0.000,"28,047.600",GI 19.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302010003,23-10-19,261,3108,"5,480.300",0.000,"5,480.300",GI 19.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2302010007,23-10-19,261,3108,"19,305.700",0.000,"19,305.700",GI 19.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2303010002,23-10-19,261,3108,"6,110.190",0.000,"6,110.190",GI 19.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2303010003,23-10-19,261,3108,"48,921.600",0.000,"48,921.600",GI 19.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2303010004,23-10-19,261,3108,"19,286.510",0.000,"19,286.510",GI 19.10.23
4294,3100000090,VITAL WHOLE WHEAT,231020001A,23-10-20,101,3411,"-250,000.000",0.000,"-250,000.000",GR 20.10.23 ≈Ë«ßÀπÈ“
4294,3100000090,VITAL WHOLE WHEAT,231020001A,23-10-20,101,3411,"-3,480.000",0.000,"-3,480.000",GR 20.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2303010004,23-10-20,261,3102,"3,037.000",0.000,"3,037.000",GI 20.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2303010006,23-10-20,261,3102,"1,594.000",0.000,"1,594.000",GI 20.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2303010010,23-10-20,261,3102,"44,627.290",0.000,"44,627.290",GI 20.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2303070001,23-10-20,261,3102,"12,826.410",0.000,"12,826.410",GI 20.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2303070006,23-10-20,261,3102,"12,160.400",0.000,"12,160.400",GI 20.10.23
4294,3200000018,RM-UW12.5-UNION WHEAT12.5%,2303070007,23-10-20,261,3102,"17,816.900",0.000,"17,816.900",GI 20.10.23
